Column_Name,RMSE,Correlation (r),Rank Correlation (ρ)
Pred_SUM_ecnet,0.5017861016765814,0.3827423938328981,0.3967174908819191
Pred_5A_ecnet,0.7984776122253243,0.76348985557557,0.7861785171625476
Pred_SUM*5A_ecnet,2.326330077307825,0.08002229205945485,0.08008100022500063
Pred_SUM_mavenn,0.3839722525278396,0.4498946369669448,0.46629823971733253
Pred_5A_mavenn,0.71689294700584,0.8224114303499478,0.8635447876244099
Pred_SUM*5A_mavenn,1.7906888408729178,0.20481068363830365,0.18333989816638377
